X0 X1 X2
X1487 84 86
X1488 85 94
X1489 79 87
X1490 93 96
X1491 77 87
X1492 89 102
X1493 87 92
X1494 96 107
X1495 84 88
X1496 91 93
X1497 81 94
X1498 85 97
X1499 83 85
X1500 81 91
X1501 90 94
X1502 99 105
X1503 75 75
X1504 77 85
X1505 84 89
X1506 88 98
X1507 83 90
X1508 82 92
X1509 85 87
X1510 92 95
X1511 76 85
X1512 85 87
X1513 86 96
X1514 93 106
X1515 92 101
X1516 99 107
X1517 104 106
X1518 107 109
X1519 86 95
X1520 100 103
X1521 102 108
X1522 100 115
X1523 85 95
X1524 96 102
X1525 102 115
X1526 103 118
X1527 92 102
X1528 103 108
X1529 96 113
X1530 106 109
X1531 107 107
X1532 107 123
X1533 112 117
X1534 126 134
X1535 55 63
X1536 65 71
X1537 62 65
X1538 69 70
X1539 66 71
X1540 75 77
X1541 75 75
X1542 79 90
X1543 58 62
X1544 67 70
X1545 65 69
X1546 64 73
X1547 66 76
X1548 70 72
X1549 74 80
X1550 80 83
X1551 72 72
X1552 79 81
X1553 72 83
X1554 87 88
X1555 73 84
X1556 76 86
X1557 76 79
X1558 78 86
X1559 76 82
X1560 83 95
X1561 74 84
X1562 88 94
X1563 74 74
X1564 79 92
X1565 84 88
X1566 93 99
X1567 67 70
X1568 65 72
X1569 74 79
X1570 77 87
X1571 76 77
X1572 81 91
X1573 76 79
X1574 82 91
X1575 76 84
X1576 89 90
X1577 79 86
X1578 84 94
X1579 71 82
X1580 82 93
X1581 83 92
X1582 86 96
X1583 70 81
X1584 83 84
X1585 77 81
X1586 83 83
X1587 71 74
X1588 74 81
X1589 84 90
X1590 87 90
X1591 64 73
X1592 72 78
X1593 78 83
X1594 83 83
X1595 84 86
X1596 85 93
X1597 90 90
X1598 90 95
X1599 66 71
X1600 79 81
X1601 74 77
X1602 84 90
X1603 77 79
X1604 79 90
X1605 76 86
X1606 80 84
X1607 74 76
X1608 72 78
X1609 77 81
X1610 76 84
X1611 77 81
X1612 88 97
X1613 88 99
X1614 94 100
X1615 68 77
X1616 72 80
X1617 80 85
X1618 84 88
X1619 81 89
X1620 87 91
X1621 92 92
X1622 97 101
X1623 79 84
X1624 82 92
X1625 89 93
X1626 99 111
X1627 89 96
X1628 98 106
X1629 94 100
X1630 99 105
X1631 71 78
X1632 79 90
X1633 72 81
X1634 87 90
X1635 71 75
X1636 78 91
X1637 81 91
X1638 90 103
X1639 77 77
X1640 80 91
X1641 82 86
X1642 96 96
X1643 81 88
X1644 89 98
X1645 100 100
X1646 99 113
X1647 77 79
X1648 83 89
X1649 86 90
X1650 83 95
X1651 90 96
X1652 93 103
X1653 97 101
X1654 101 101
X1655 83 96
X1656 94 109
X1657 89 99
X1658 96 99
X1659 101 105
X1660 109 110
X1661 107 124
X1662 119 119
X1663 67 69
X1664 71 77
X1665 71 72
X1666 74 75
X1667 72 83
X1668 77 90
X1669 80 81
X1670 76 85
X1671 74 78
X1672 87 87
X1673 76 88
X1674 84 96
X1675 74 83
X1676 81 88
X1677 82 84
X1678 83 96
X1679 63 73
X1680 70 76
X1681 74 77
X1682 76 80
X1683 79 86
X1684 77 90
X1685 83 93
X1686 87 89
X1687 68 78
X1688 82 85
X1689 85 87
X1690 82 94
X1691 80 81
X1692 81 87
X1693 90 97
X1694 94 99
X1695 66 76
X1696 81 81
X1697 74 84
X1698 85 87
X1699 76 79
X1700 79 84
X1701 83 90
X1702 94 100
X1703 71 82
X1704 84 89
X1705 89 98
X1706 92 96
X1707 92 96
X1708 92 104
X1709 99 100
X1710 104 115
X1711 76 78
X1712 89 89
X1713 78 87
X1714 87 100
X1715 83 93
X1716 86 93
X1717 99 99
X1718 97 104
X1719 80 80
X1720 85 90
X1721 83 92
X1722 88 101
X1723 87 99
X1724 91 106
X1725 94 103
X1726 104 117
X1727 77 78
X1728 74 83
X1729 76 84
X1730 85 95
X1731 83 86
X1732 89 89
X1733 76 85
X1734 94 94
X1735 75 83
X1736 78 84
X1737 78 84
X1738 90 98
X1739 78 78
X1740 88 93
X1741 85 89
X1742 86 94
X1743 76 79
X1744 87 92
X1745 93 95
X1746 94 99
X1747 84 84
X1748 86 97
X1749 89 93
X1750 98 108
X1751 86 99
X1752 95 108
X1753 95 110
X1754 103 107
X1755 99 100
X1756 102 105
X1757 94 108
X1758 104 112
X1759 77 89
X1760 91 102
X1761 92 95
X1762 99 109
X1763 85 96
X1764 98 102
X1765 97 99
X1766 98 109
X1767 86 98
X1768 95 101
X1769 86 99
X1770 96 106
X1771 96 108
X1772 101 114
X1773 93 107
X1774 111 114
X1775 80 91
X1776 95 101
X1777 99 101
X1778 107 118
X1779 102 104
X1780 114 120
X1781 107 117
X1782 122 130
X1783 100 102
X1784 100 102
X1785 99 102
X1786 106 108
X1787 96 101
X1788 106 112
X1789 117 123
X1790 119 124
X1791 62 70
X1792 73 82
X1793 66 75
X1794 76 86
X1795 76 77
X1796 82 93
X1797 74 85
X1798 83 90
X1799 70 75
X1800 80 82
X1801 73 83
X1802 82 90
X1803 73 76
X1804 78 85
X1805 83 84
X1806 93 98
X1807 68 75
X1808 74 76
X1809 78 88
X1810 83 91
X1811 75 88
X1812 89 89
X1813 88 94
X1814 99 100
X1815 80 82
X1816 85 89
X1817 88 98
X1818 96 104
X1819 93 97
X1820 96 100
X1821 99 107
X1822 112 123
X1823 65 74
X1824 80 81
X1825 71 73
X1826 81 88
X1827 82 94
X1828 88 90
X1829 82 94
X1830 89 97
X1831 71 77
X1832 79 90
X1833 83 85
X1834 84 93
X1835 80 91
X1836 86 99
X1837 93 104
X1838 105 112
X1839 72 75
X1840 80 81
X1841 81 84
X1842 93 98
X1843 83 95
X1844 97 105
X1845 91 97
X1846 97 101
X1847 85 85
X1848 86 88
X1849 93 101
X1850 101 101
X1851 87 101
X1852 94 101
X1853 104 112
X1854 112 118
X1855 74 78
X1856 83 83
X1857 85 90
X1858 88 93
X1859 79 91
X1860 92 103
X1861 93 106
X1862 101 109
X1863 80 88
X1864 80 89
X1865 81 94
X1866 91 105
X1867 88 91
X1868 90 101
X1869 85 96
X1870 103 106
X1871 85 86
X1872 88 89
X1873 85 90
X1874 84 91
X1875 82 90
X1876 84 96
X1877 84 90
X1878 87 99
X1879 83 96
X1880 97 104
X1881 99 109
X1882 108 122
X1883 89 95
X1884 98 107
X1885 99 114
X1886 112 113
X1887 93 101
X1888 95 108
X1889 94 102
X1890 97 107
X1891 93 103
X1892 101 108
X1893 97 112
X1894 109 123
X1895 89 98
X1896 106 108
X1897 101 109
X1898 111 124
X1899 100 110
X1900 109 110
X1901 106 121
X1902 127 130
X1903 93 97
X1904 98 103
X1905 95 100
X1906 99 107
X1907 99 109
X1908 97 111
X1909 96 111
X1910 115 125
X1911 102 102
X1912 111 122
X1913 99 116
X1914 114 115
X1915 110 122
X1916 118 129
X1917 112 117
X1918 121 135
X1919 69 76
X1920 78 88
X1921 74 78
X1922 75 86
X1923 73 77
X1924 73 86
X1925 85 91
X1926 89 92
X1927 77 82
X1928 87 94
X1929 81 91
X1930 82 94
X1931 87 91
X1932 92 103
X1933 102 104
X1934 103 105
X1935 82 93
X1936 96 101
X1937 93 96
X1938 92 101
X1939 87 94
X1940 95 105
X1941 90 95
X1942 98 102
X1943 78 85
X1944 81 93
X1945 86 93
X1946 97 97
X1947 84 94
X1948 97 111
X1949 98 113
X1950 105 122
X1951 86 89
X1952 95 101
X1953 94 102
X1954 101 111
X1955 87 87
X1956 97 105
X1957 92 101
X1958 100 115
X1959 87 90
X1960 90 93
X1961 96 100
X1962 95 110
X1963 93 100
X1964 101 117
X1965 100 106
X1966 117 118
X1967 91 92
X1968 99 108
X1969 95 99
X1970 99 108
X1971 88 92
X1972 87 100
X1973 100 103
X1974 106 115
X1975 86 88
X1976 94 108
X1977 96 108
X1978 106 108
X1979 97 104
X1980 98 113
X1981 98 100
X1982 105 120
X1983 79 79
X1984 77 84
X1985 74 80
X1986 88 89
X1987 72 77
X1988 81 88
X1989 90 95
X1990 90 96
X1991 79 89
X1992 82 92
X1993 89 89
X1994 91 93
X1995 76 87
X1996 85 90
X1997 91 99
X1998 98 103
X1999 79 82
X2000 90 91
X2001 87 96
X2002 89 104
X2003 79 90
X2004 86 90
X2005 95 99
X2006 95 100
X2007 84 89
X2008 90 96
X2009 89 101
X2010 93 100
X2011 81 94
X2012 90 94
X2013 90 104
X2014 96 109
X2015 74 82
X2016 79 79
X2017 83 95
X2018 91 95
X2019 82 92
X2020 88 98
X2021 96 98
X2022 100 112
X2023 90 95
X2024 88 100
X2025 97 105
X2026 98 106
X2027 85 98
X2028 102 108
X2029 95 103
X2030 98 109
X2031 91 103
X2032 109 115
X2033 97 108
X2034 109 113
X2035 100 109
X2036 113 117
X2037 99 107
X2038 112 121
X2039 101 102
X2040 103 103
X2041 101 113
X2042 117 127
X2043 94 98
X2044 101 118
X2045 108 126
X2046 114 123
